title,price,description,esrb_rating,genre,manufacturer,platform,release_date,weight,stock
Assassins Creed Mirage Deluxe Edition (Smart Delivery)   Xbox Series X,79.99,"BRAND NEW and SEALED Microsoft Xbox Series X Game.
Note: Can be played on the Microsoft Xbox Series X.",Mature,ACTION,UBISOFT,XBOX X,05-Oct-23,0.1650 lbs,28
Assassins Creed Odyssey Deluxe Edition   Xbox One,79.99,,Mature,ACTION,UBISOFT,XBOX ONE,05-Oct-18,0.1800 lbs,2
Assassins Creed Origins Deluxe Edition   Xbox One,89.99,,Mature,ACTION,UBISOFT,XBOX ONE,27-Oct-17,0.1800 lbs,6
Assassins Creed Syndicate Gold Edition   Xbox One,119.99,"Gold Edition Includes Game+ Season Pass   Hunt down Jack the Ripper in an all-new campaign, expand your experience with new missions, upgrade your arsenal with top-tier gear sets, and more.",Mature,ACT/AD,UBISOFT,XBOX ONE,23-Oct-15,0.1750 lbs,4
Assassins Creed Valhalla   Xbox One,79.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One Only.",Mature,ACTION,UBISOFT,XBOX ONE,10-Nov-20,8.87256E+11,20
Assetto Corsa Competizione   Xbox One,59.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One Only.",Everyone,RACING,505 GAMES,XBOX ONE,23-Jun-20,8.12872E+11,40
Atari Flashback Volume 1   Xbox One,29.99,,Everyone,COLLECTION,ATARI GAME,XBOX ONE,01-Nov-16,0.1550 lbs,34
Atari Flashback Volume 2   Xbox One,29.99,,Everyone,COLLECTION,ATARI GAME,XBOX ONE,01-Nov-16,0.1550 lbs,24
ATV Renegades   Xbox One,39.99,,Everyone,RACING,NIGHTHAWK,XBOX ONE,18-Apr-17,0.1600 lbs,16
Aven Colony   Xbox One,44.99,,Everyone_10_Plus,STRATEGY,U&I ENTMNT,XBOX ONE,01-Aug-17,0.1650 lbs,36
Back 4 Blood   Xbox One,39.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One.",Mature,FPS,WARNER,XBOX ONE,12-Oct-21,8.8393E+11,23
Balan Wonderworld   Xbox One,29.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One Only.",Everyone_10_Plus,PLATFORMER,SQUAREENIX,XBOX ONE,26-Mar-21,0.1850 lbs,7
Bards Tale IV 4 Directors Cut   Xbox One,49.99,,Teen,RPG,U&I ENTMNT,XBOX ONE,11-Oct-19,0.1650 lbs,21
Batman Arkham Collection (EU Import)   Xbox One,49.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One Only.",Mature,ACT/AD,WARNER,XBOX ONE,24-Jan-20,0.1950 lbs,47
Battle Worlds Kronos   Xbox One,19.99,,Everyone_10_Plus,STRATEGY,NORDIC,XBOX ONE,10-May-16,0.1750 lbs,37
Battleborn   Xbox One,19.99,,Teen,MOBA,TAKE 2,XBOX ONE,03-May-16,0.1700 lbs,19
Battlefield 1   Xbox One,19.99,,Mature,FPS,EA,XBOX ONE,21-Oct-16,14633368659,5
Battlefield 1 Revolution Edition   Xbox One,19.99,,Mature,FPS,EA,XBOX ONE,21-Aug-17,14633372984,8
Battlefield 2042   Xbox One,24.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One.",Mature,FPS,EA,XBOX ONE,19-Nov-21,14633739749,38
Battlefield Hardline   Xbox One,19.99,,Mature,FPS,EA,XBOX ONE,17-Mar-15,14633732757,26
Battlefield Hardline Deluxe   Xbox One,29.99,Run your crew as detective Nick Mendoza in an episodic crime drama single player campaign or as cops and criminals in rapid Battlefield multi-player. You will be on one side of the thin blue line or the other,Mature,FPS,EA,XBOX ONE,17-Mar-15,14633368420,10
Battlefield V 5   Xbox One,9.99,,Mature,FPS,EA,XBOX ONE,20-Nov-18,14633737738,6
Battlefield V 5 Deluxe Edition   Xbox One,59.99,,Mature,FPS,EA,XBOX ONE,15-Nov-18,14633373936,25
Bee Simulator   Xbox One,49.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One Only.",Everyone,SIMULATION,MAXIMUM,XBOX ONE,03-Dec-19,0.1500 lbs,43
Biomutant   Xbox One,29.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One Only.",Teen,ACTION,NORDIC,XBOX ONE,25-May-21,8.11994E+12,9
Bioshock the Collection   Xbox One,49.99,,Mature,FPS,2K GAMES,XBOX ONE,13-Sep-16,7.10425E+11,15
Blazblue Chrono Phantasma Extend   Xbox One,54.99,,Teen,FIGHTING,AKSYS,XBOX ONE,30-Jun-15,0.1800 lbs,33
Bleeding Edge   Xbox One,39.99,,Teen,FIGHTING,MICROSOFT,XBOX ONE,24-Mar-20,8.89843E+11,39
Bloodstained Ritual of the Night   Xbox One,29.99,,Teen,ACTION,505 GAMES,XBOX ONE,18-Jun-19,8.12872E+11,42
Bluey The Video Game   Xbox One,49.99,"BRAND NEW and SEALED Microsoft Xbox Game.
Note: Can be played on the Microsoft Xbox One and Series X.",Rating Pending,ACTION,U&I ENTMNT,XBOX ONE,17-Nov-23,,10
Bomb Rush Cyberfunk   Xbox One,54.99,"BRAND NEW and SEALED Microsoft Xbox Game.
Note: Can be played on the Microsoft Xbox One and Series X.",Teen,ACTION,SKYBOUND,XBOX ONE,01-Dec-23,,44
Book of Unwritten Tales II 2   Xbox One,19.99,"Legends foretold it. Prophecies predicted it. Chosen ones chose to believe in it. Now the adventure saga continues. A sequel is coming. Join Wilbur, Ivo, Nate and Critter in another classic point-and-click adventure in the wicked world of Avent?sia. Help them fulfill their destiny. A destiny as yet unwritten",Teen,ADVENTURE,NORDIC,XBOX ONE,22-Sep-15,0.1750 lbs,4
Borderlands 3 Super Deluxe   Xbox One,79.99,,Mature,FPS,TAKE 2,XBOX ONE,13-Sep-19,7.10426E+11,46
Borderlands Handsome Collection   Xbox One,29.99,,Mature,ACT/AD,TAKE 2,XBOX ONE,24-Mar-15,7.10425E+11,31
Brothers Tale of Two Sons   Xbox One,24.99,Two sons must set out on a perilous journey to bring back the Water of Life to their ailing father,Teen,ADVENTURE,505 GAMES,XBOX ONE,01-Sep-15,0.1750 lbs,1
Brunswick Pro Bowling   Xbox One,29.99,,SPORTS,ALLIANCE,,Everyone_10_Plus,ALLIANCE,Game,14
Bulletstorm Full Clip Edition   Xbox One,29.99,,Mature,FPS,GEARBOX,XBOX ONE,07-Apr-17,8.50942E+11,37
Burnout Paradise Remastered   Xbox One,19.99,,Everyone_10_Plus,RACING,EA,XBOX ONE,16-Mar-18,14633373738,50
Call of Duty Advanced Warfare   Xbox One,39.99,"Call of Duty: Advanced Warfare envisions the powerful battlegrounds of the future, where both technology and tactic have evolved to usher in a new era of combat for the franchise. With exoskeletons delivering a massive force multiplier and unprecedented tactical freedom, COD:AW evolves every firefight.",Mature,FPS,ACTIVISION,XBOX ONE,04-Nov-14,47875884038,38
Call of Duty Black Ops Cold War   Xbox One,79.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One Only.",Mature,FPS,ACTIVISION,XBOX ONE,13-Nov-20,47875884977,19
Call of Duty Black Ops III 3   Xbox One,59.99,"In Black Ops 3, Treyarch introduces a new momentum-based chained-movement system which enables players to fluidly move through the environment with finesse, using controlled thrust jumps, slides, wall runs and mantling abilities in a myriad of combinations, all while continuously keeping full control over their weapon",Mature,FPS,ACTIVISION,XBOX ONE,06-Nov-15,47875881891,50
Call of Duty Black Ops III Zombie Chronicles Edition   Xbox One,69.99,,Mature,FPS,ACTIVISION,XBOX ONE,47875881235,0.1300 lbs,44
Call of Duty Black Ops IIII 4   Xbox One,64.99,,Mature,FPS,ACTIVISION,XBOX ONE,12-Oct-18,47875882294,23
Call of Duty Infinite Warfare   Xbox One,29.99,,Mature,FPS,ACTIVISION,XBOX ONE,04-Nov-16,0.1650 lbs,8
Call of Duty Infinite Warfare Legacy Edition   Xbox One,59.99,,Mature,FPS,ACTIVISION,XBOX ONE,04-Nov-16,0.1700 lbs,11
Call of Duty Infinite Warfare Legacy Pro Edition   Xbox One,99.99,"The Call of Duty: Infinite Warfare Legacy Pro Edition is the ultimate offering for fans with Call of Duty: Infinite Warfare, Call of Duty: Modern Warfare? Remastered, Call of Duty: Infinite Warfare Season Pass, and additional bonus content!",Mature,FPS,ACTIVISION,XBOX ONE,04-Nov-16,0.4200 lbs,8
Call of Duty Modern Warfare (2019)   Xbox One,79.99,,Mature,FPS,ACTIVISION,XBOX ONE,25-Oct-19,47875884328,1
Call of Duty Modern Warfare (2019) (AUs Import)   Xbox One,69.99,,,,,,,,35
Call of Duty Modern Warfare Remastered   Xbox One,49.99,,Mature,FPS,ACTIVISION,XBOX ONE,28-Jul-17,47875880757,2
Call of Duty Vanguard   Xbox One,79.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One.",Mature,FPS,ACTIVISION,XBOX ONE,05-Nov-21,47875102521,40
Call of Duty World War II 2   Xbox One,64.99,,Mature,FPS,ACTIVISION,XBOX ONE,03-Nov-17,47875881129,17
Call of Duty WWII & Infinite Warfare Combo Pack   Xbox One,79.99,,Mature,FPS,ACTIVISION,XBOX ONE,47875881716,,48
Capcom Fighting Collection   Xbox One,39.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One.",Teen,FIGHTING,CAPCOM,XBOX ONE,24-Jun-22,0.1750 lbs,2
Carnival Games   Xbox One,,,Everyone_10_Plus,PARTY,TAKE 2,XBOX ONE,06-Nov-18,0.1750 lbs,47
Cartoon Network Battle Crashers   Xbox One,39.99,,Everyone_10_Plus,FIGHTING,GAMEMILL,XBOX ONE,08-Nov-16,0.1550 lbs,32
COD Black Ops III 3 Zombie Chronicles Edition   PlayStation 4 PS4,69.99,,Mature,FPS,ACTIVISION,PS4,47875881198,0.1700 lbs,28
COD Call of Duty World At War (XB360/XB1 Compatible)   Xbox 360,69.99,"BRAND NEW and SEALED Microsoft XBOX 360 Game.
Note: Can be played on the Microsoft XBOX 360 Only.",Mature,FPS,ACTIVISION,XBOX 360,47875832817,47875881921,21
Code Vein   Xbox One,24.99,,Mature,ACTION,NAMCOBANDA,XBOX ONE,27-Sep-19,0.1550 lbs,46
Contra Rogue Corps   Xbox One,29.99,,Mature,ACTION,KONAMI,XBOX ONE,24-Sep-19,0.1700 lbs,36
Control   Xbox One,39.99,,Mature,TPS,505 GAMES,XBOX ONE,27-Aug-19,8.12872E+11,11
Crackdown 3   Xbox One,9.99,,Mature,OPENWORLD,MICROSOFT,XBOX ONE,15-Feb-19,8.89842E+11,22
Crash Bandicoot 4 Its About Time   Xbox One,79.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One Only.",Everyone_10_Plus,PLATFORMER,ACTIVISION,XBOX ONE,02-Oct-20,47875785502,2
Crash Bandicoot N-Sane Trilogy   Xbox One,49.99,,Everyone_10_Plus,ACTION,ACTIVISION,XBOX ONE,29-Jun-18,47875881969,23
Crash Team Racing Nitro Fueled   Xbox One,49.99,,Everyone_10_Plus,RACING,ACTIVISION,XBOX ONE,21-Jun-19,47875883932,45
Cris Tales   Xbox One,19.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One and Xbox Series X/S.",Everyone_10_Plus,RPG,MAXIMUM,XBOX ONE,20-Jul-21,0.2000 lbs,36
Crisis Core Final Fantasy VII 7 Reunion (Smart Delivery)   Xbox One,64.99,"BRAND NEW and SEALED Microsoft Xbox Game.
Note: Can be played on the Microsoft Xbox One and Series X.",Teen,RPG,SQUAREENIX,XBOX ONE,13-Dec-22,0.1600 lbs,37
Cuphead (Xbox)   Xbox One,49.99,,Everyone_10_Plus,ACTION,SKYBOUND,XBOX ONE,06-Dec-22,8.11949E+11,23
Dark Pictures Little Hope   Xbox One,29.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One Only.",Mature,HORROR,NAMCOBANDA,XBOX ONE,30-Oct-20,0.1550 lbs,7
Dark Pictures Man of Medan   Xbox One,24.99,,Mature,HORROR,NAMCOBANDA,XBOX ONE,30-Aug-19,0.1550 lbs,18
Dark Souls 2 Scholar of the First Sin   Xbox One,29.99,,Teen,RPG,NAMCOBANDA,XBOX ONE,07-Apr-15,7.22674E+11,25
Dark Souls III 3   Xbox One,29.99,DARK SOULS III is the latest chapter in the DARK SOULS series with its trademark sword and sorcery combat and rewarding action RPG gameplay. Players travel across a wide variety of locations in an interconnected world of unrelenting challenge and deep RPG gameplay as they search for a way to survive the coming apocalypse.,Mature,RPG,NAMCOBANDA,XBOX ONE,12-Apr-16,0.1500 lbs,25
Dark Souls III 3 Fire Fades Edition   Xbox One,29.99,,Mature,ACTION,NAMCOBANDA,XBOX ONE,21-Apr-17,0.1600 lbs,36
Dark Souls Trilogy (EU Import)   Xbox One,69.99,,Mature,ACTION,NAMCOBEU,XBOX ONE,19-Oct-18,0.2500 lbs,15
Darksiders III 3   Xbox One,29.99,,Mature,ACTION,NORDIC,XBOX ONE,27-Nov-18,0.1500 lbs,28
Day of the Tentacle Remastered (Limited Run Games)   Xbox One,64.99,Limit 1 per customer. Subsequent orders will be subject to cancellation.,Teen,ADVENTURE,LRGAMES,XBOX ONE,22-Jul-22,0.1550 lbs,21
Dead Alliance Day One Edition   Xbox One,29.99,,Mature,ACTION,MAXIMUM,XBOX ONE,29-Aug-17,0.1500 lbs,39
Demon Slayer Kimetsu No Yaiba Hinokami Chronicles   Xbox One,79.99,,Teen,FIGHTING,SEGA,XBOX ONE,15-Oct-21,0.1600 lbs,9
Destiny 2   Xbox One,39.99,,Teen,FPS,ACTIVISION,XBOX ONE,06-Sep-17,47875880986,43
Destiny 2 Forsaken Legendary Collection   Xbox One,79.99,,Teen,FPS,ACTIVISION,XBOX ONE,03-Sep-18,0.1700 lbs,1
Destroy All Humans   Xbox One,39.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One Only.",Teen,ACTION,NORDIC,XBOX ONE,28-Jul-20,0.1600 lbs,43
Deus Ex Mankind Divided Day One Edition   Xbox One,19.99,,Mature,RPG,SQUAREENIX,XBOX ONE,23-Aug-16,6.62249E+11,28
Diablo III 3 Eternal Collection   Xbox One,,,Mature,RPG,ACTIVISION,XBOX ONE,26-Jun-18,47875882188,44
Diablo III 3 Ultimate Evil Edition   Xbox One,59.99,"Take on the role of one of six powerful character classes   Barbarian, Demon Hunter, Monk, Witch Doctor, Wizard, or the all-new Crusader in this sequel to one of Blizzards most celebrated games of all time.",Mature,RPG,BLIZZARD,XBOX ONE,19-Aug-14,0.1700 lbs,9
Diablo IV 4   Xbox Series X,89.99,,Mature,RPG,ACTIVISION,XBOX X,06-Jun-23,47875104006,13
Ai the Somnium Files Nirvana Initiative Collectors Edition   Xbox One,159.99,"BRAND NEW and SEALED Microsoft Xbox Game.
Note: Can be played on the Microsoft Xbox One or Series X.",Mature,ADVENTURE,SPIKECHUNS,XBOX ONE,24-Jun-22,1.3500 lbs,7
Alone in the Dark   Xbox Series X,59.99,"BRAND NEW and SEALED Microsoft Xbox Series X Game.
Note: Can be played on the Microsoft Xbox Series X.",Mature,HORROR,NORDIC,XBOX X,16-Jan-24,0.1900 lbs,42
Armored Core VI 6 Fires of Rubicon   Xbox One,79.99,"BRAND NEW and SEALED Microsoft Xbox Game.
Note: Can be played on the Microsoft Xbox One and Series X.",Teen,ACTION,NAMCOBANDA,XBOX ONE,25-Aug-23,0.1600 lbs,50
Assassins Creed Mirage (Smart Delivery)   Xbox Series X,69.99,"BRAND NEW and SEALED Microsoft Xbox Series X Game.
Note: Can be played on the Microsoft Xbox Series X.",Mature,ACTION,UBISOFT,XBOX X,05-Oct-23,0.1650 lbs,28
Assassins Creed Mirage Deluxe Edition (Smart Delivery)   Xbox Series X,79.99,"BRAND NEW and SEALED Microsoft Xbox Series X Game.
Note: Can be played on the Microsoft Xbox Series X.",Mature,ACTION,UBISOFT,XBOX X,05-Oct-23,0.1650 lbs,39
Assassins Creed Valhalla   Xbox One,79.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One Only.",Mature,ACTION,UBISOFT,XBOX ONE,10-Nov-20,8.87256E+11,10
Atlas Fallen   Xbox Series X,79.99,"BRAND NEW and SEALED Microsoft Xbox Series X Game.
Note: Can be played on the Microsoft Xbox Series X.",Teen,RPG,MAXIMUM,XBOX X,10-Aug-23,0.1600 lbs,15
Avatar: Frontiers of Pandora   Xbox Series X,89.99,"BRAND NEW and SEALED Microsoft Xbox Series X Game.
Note: Can be played on the Microsoft Xbox Series X.",Rating Pending,FPS,UBISOFT,XBOX X,07-Dec-23,,23
Banishers: Ghosts of New Eden   Xbox Series X ,89.99,"BRAND NEW and SEALED Microsoft Xbox Series X Game.
Note: Can be played on the Microsoft Xbox Series X.",Rating Pending,ACTION,MAXIMUM,XBOX X,13-Feb-24,,19
Battlefield 2042   Xbox Series X,29.99,,Mature,FPS,EA,XBOX X,19-Nov-21,14633742633,21
Bomb Rush Cyberfunk   Xbox One,54.99,"BRAND NEW and SEALED Microsoft Xbox Game.
Note: Can be played on the Microsoft Xbox One and Series X.",Teen,ACTION,SKYBOUND,XBOX ONE,01-Dec-23,,14
Call of Duty Black Ops Cold War   Xbox Series X,89.99,,Mature,FPS,ACTIVISION,XBOX X,13-Nov-20,47875101159,5
Call of Duty Modern Warfare 3 (2023) (Smart Delivery)   Xbox Series X,89.99,,Mature,FPS,ACTIVISION,XBOX X,10-Nov-23,47875104778,18
Call of Duty Vanguard   Xbox Series X,89.99,"BRAND NEW and SEALED Microsoft Xbox X Game.
Note: Can be played on the Microsoft Xbox Series X.",Mature,FPS,ACTIVISION,XBOX X,05-Nov-21,47875102606,4
Cities Skylines 2   Xbox Series X,69.99,"BRAND NEW and SEALED Microsoft Xbox Series X Game.
Note: Can be played on the Microsoft Xbox Series X.",Everyone,SIMULATION,PLAION,XBOX X,31-Dec-24,,9
Control Ultimate Edition   Xbox Series X,49.99,"BRAND NEW and SEALED Microsoft Xbox X Game.
Note: Can be played on the Microsoft X One Only.",Mature,TPS,505 GAMES,XBOX X,09-Mar-21,0.1600 lbs,17
Crisis Core Final Fantasy VII 7 Reunion (Smart Delivery)   Xbox One,64.99,"BRAND NEW and SEALED Microsoft Xbox Game.
Note: Can be played on the Microsoft Xbox One and Series X.",Teen,RPG,SQUAREENIX,XBOX ONE,13-Dec-22,0.1600 lbs,46
Cygni All Guns Blazing   Xbox Series X ,54.99,"BRAND NEW and SEALED Microsoft Xbox Series X Game.
Note: Can be played on the Microsoft Xbox Series X.",Everyone_10_Plus,ACTION,KONAMI,XBOX X,30-Jun-24,,36
Dead Space (2023)   Xbox Series X,79.99,,Mature,HORROR,EA,XBOX X,27-Jan-23,0.1600 lbs,4
Deathloop (Xbox)   Xbox Series X,49.99,"BRAND NEW and SEALED Microsoft Xbox Series X Game.
Note: Can be played on the Microsoft Xbox Series X.",Mature,FPS,BETHESDA,XBOX X,20-Sep-22,0.1700 lbs,31
Demon Slayer Kimetsu No Yaiba Hinokami Chronicles   Xbox One,79.99,,Teen,FIGHTING,SEGA,XBOX ONE,15-Oct-21,0.1600 lbs,28
Devil May Cry 5 Special Edition   Xbox Series X,39.99,"BRAND NEW and SEALED Microsoft Xbox X Game.
Note: Can be played on the Microsoft X One Only.",Mature,HACK&SLASH,CAPCOM,XBOX X,01-Dec-20,0.1550 lbs,38
Diablo IV 4   Xbox Series X,89.99,,Mature,RPG,ACTIVISION,XBOX X,06-Jun-23,47875104006,31
Doki Doki Literature Club Plus   Xbox One,39.99,"BRAND NEW and SEALED Microsoft Xbox Game.
Note: Can be played on the Microsoft Xbox One and Series X.",Mature,VISUAL,PM STUDIOS,XBOX ONE,31-May-24,,35
Dying Light 2 Stay Human   Xbox One,79.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One and Series X.",Mature,ACTION,SQUAREENIX,XBOX ONE,04-Feb-22,6.62249E+11,42
EA Sports FC 24 (Smart Delivery)   Xbox One,79.99,"BRAND NEW and SEALED Microsoft Xbox Game.
Note: Can be played on the Microsoft Xbox One and Series X.",Everyone,SPORTS,EA,XBOX ONE,29-Sep-23,14633749199,33
EA Sports PGA Tour   Xbox Series X,79.99,"BRAND NEW and SEALED Microsoft Xbox Series X.
Note: Can be played on the Microsoft Xbox Series X.",Everyone,SPORTS,EA,XBOX X,07-Apr-23,0.1700 lbs,44
Elden Ring   Xbox One,79.99,,Mature,RPG,NAMCOBANDA,XBOX ONE,25-Feb-22,0.1550 lbs,27
Endless Dungeon Day One Edition   Xbox Series X,54.99,"BRAND NEW and SEALED Microsoft Xbox Game.
Note: Can be played on the Microsoft Xbox One or Series X.",Teen,ACTION,SEGA,XBOX X,20-Oct-23,0.4600 lbs,23
Everspace 2 Stellar Edition   Xbox Series X,79.99,"BRAND NEW and SEALED Microsoft Xbox Series X Game.
Note: Can be played on the Microsoft Xbox Series X.",Teen,RPG,MAXIMUM,XBOX X,03-Oct-23,1.0000 lbs,20
F1 22   Xbox Series X,29.99,"BRAND NEW and SEALED Microsoft Xbox Series X Game.
Note: Can be played on the Microsoft Xbox Series X.",Everyone,RACING,EA,XBOX X,01-Jul-22,14633381955,24
Far Cry 6   Xbox One,69.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One and Series X.",Mature,FPS,UBISOFT,XBOX ONE,07-Oct-21,8.87256E+11,15
FIFA 2022   Xbox Series X,,,Everyone,SPORTS,EA,XBOX X,01-Oct-21,14633742527,50
FIFA 21 Next Level Edition   Xbox Series X,59.99,"BRAND NEW and SEALED Microsoft Xbox X Game.
Note: Can be played on the Microsoft X One Only.",Teen,SPORTS,EA,XBOX X,04-Dec-20,0.1750 lbs,39
FIFA 23   Xbox Series X,39.99,,Everyone,SPORTS,EA,XBOX X,30-Sep-22,14633379334,15
Flintlock the Siege of Dawn   Xbox Series X,59.99,"BRAND NEW and SEALED Microsoft Xbox Series X Game.
Note: Can be played on the Microsoft Xbox Series X.",Rating Pending,ACTION,MAXIMUM,XBOX X,31-Dec-24,,17
Fortnite Anime Legends (Code in Box)   Xbox One,29.99,"BRAND NEW and SEALED Microsoft Xbox Game.
Note: Can be played on the Microsoft Xbox One and Series X.",Teen,ACTION,U&I ENTMNT,XBOX ONE,14-Oct-22,0.1400 lbs,33
Fortnite Minty Legends Pack   Xbox One,29.99,"BRAND NEW and SEALED Microsoft Xbox Game.
Note: Can be played on the Microsoft Xbox One or Series X.",Teen,ACTION,U&I ENTMNT,XBOX ONE,02-Nov-21,0.1250 lbs,38
Forza Motorsport (2023)   Xbox Series X,89.99,Out-build the competition in the all-new career. Race your friends in multiplayer. Compete in 500+ cars on world-famous tracks with cutting edge AI and advanced physics.,Everyone,RACING,MICROSOFT,XBOX X,10-Oct-23,0.1650 lbs,13
Front Mission 1st Remake Limited Edition   Xbox Series X ,49.99,"BRAND NEW and SEALED Microsoft Xbox Series X Game.
Note: Can be played on the Microsoft Xbox Series X.",Teen,RPG,MAXIMUM,XBOX X,16-Jan-24,,31
Gears Tactics   Xbox Series X,49.99,,Mature,RPG,MICROSOFT,XBOX X,10-Nov-20,0.1700 lbs,32
Goat Simulator 3   Xbox Series X,19.99,"BRAND NEW and SEALED Microsoft Xbox Series X Game.
Note: Can be played on the Microsoft Xbox Series X.",Teen,SIMULATION,KOCH,XBOX X,17-Nov-22,0.1550 lbs,26
Gotham Knights   Xbox Series X,,"BRAND NEW and SEALED Microsoft Xbox Series X Game.
Note: Can be played on the Microsoft Xbox Series X.",Teen,ACTION,WARNER,XBOX X,21-Oct-22,8.8393E+11,30
Gothic 1 Remake   Xbox Series X,59.99,"BRAND NEW and SEALED Microsoft Xbox Series X Game.
Note: Can be played on the Microsoft Xbox Series X.",None Selected,ACTION,NORDIC,XBOX X,31-Dec-24,0.1900 lbs,44
Grand Theft Auto GTA V 5   Xbox Series X,49.99,"Continue your journey on Xbox Series X|S and transfer both GTAV Story Mode progress and GTA Online characters and progression to Xbox Series X|S with a one-time migration. Xbox Series X|S players can enjoy new high-performance vehicle upgrades and improvements like the Career Builder as well as all GTA Online gameplay upgrades, expansions, and content released since launch, ready to enjoy solo or with friends. Pull off daring co-operative Heists, enter adrenaline-fueled Stunt Races, compete in unique Adversary Modes, or hang out in social spaces including nightclubs, arcades, penthouse parties, car meetups, and much more.",Mature,ACTION,TAKE 2,XBOX X,12-Apr-22,7.10426E+11,30
GTA Grand Theft Auto the Trilogy Definitive Edition   Xbox One,29.99,,Mature,OPENWORLD,ROCKSTAR,XBOX ONE,17-Dec-21,7.10426E+11,19
Hades   Xbox One,49.99,"BRAND NEW and SEALED Microsoft Xbox Game.
Note: Can be played on the Microsoft Xbox One or Series X.",Teen,ACTION,TAKE 2,XBOX ONE,13-Aug-21,7.10426E+11,20
Hitman 3 III   Xbox Series X,39.99,"BRAND NEW and SEALED Microsoft Xbox X Game.
Note: Can be played on the Microsoft Xbox One and Series X Only.",Mature,ACTION,IO INT,XBOX X,20-Jan-21,0.1550 lbs,17
Hogwarts Legacy   Xbox Series X,79.99,"BRAND NEW and SEALED Microsoft Xbox Series X Game.
Note: Can be played on the Microsoft Xbox Series X.",Teen,OPENWORLD,WARNER,XBOX X,10-Feb-23,8.8393E+11,23
